user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GL_R2_GL5_UP_2_L1.1.6.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__Chamaesiphon;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	30.56	11	0.905773316016	N/A
GL_R80_GL56_UP_1_G16_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chamaesiphonaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	61.75	11	0.794223208324	N/A
GL_R18_GL16_UP_2_L7.2.1.1.6_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Rubidibacteraceae;g__Rubidibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Rubidibacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	16.67	11	0.88077005549	N/A
GL_R1_GL5_UP_1_maxbin_res.049.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCA_004292955.1, s__Microcoleus sp004292955, 95.0, 87.15, 0.5; GCA_004293365.1, s__Microcoleus sp004293365, 95.0, 86.9, 0.5; GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 85.5, 0.45; GCF_003003725.1, s__Microcoleus sp003003725, 95.0, 85.03, 0.47; GCF_000317475.1, s__Microcoleus sp000317475, 95.0, 84.81, 0.48; GCA_004294385.1, s__Microcoleus sp004294385, 95.0, 80.92, 0.39; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 80.57, 0.36; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 80.21, 0.34; GCA_004292745.1, s__Microcoleus sp004292745, 95.0, 80.16, 0.39	31.71	11	0.982425122613	N/A
GL_R56_GL46_UP_1_P12.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_003003725.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus sp003003725	89.05	0.69	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_000317475.1, s__Microcoleus sp000317475, 95.0, 87.38, 0.77; GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 87.38, 0.74; GCA_004292955.1, s__Microcoleus sp004292955, 95.0, 87.13, 0.76; GCA_004293365.1, s__Microcoleus sp004293365, 95.0, 86.86, 0.75; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 85.21, 0.67; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 85.0, 0.71; GCA_004294385.1, s__Microcoleus sp004294385, 95.0, 84.91, 0.64; GCA_004292745.1, s__Microcoleus sp004292745, 95.0, 83.8, 0.66	89.6	11	0.988379271739	N/A
GL_R18_GL16_UP_2_maxbin_res.056.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	N/A	41.01	11	0.988342171734	Genome has more than 11.7% of markers with multiple hits
GL_R81_GL56_UP_2_maxbin_res.001.fasta.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_003003725.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus sp003003725	88.42	0.86	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_000317475.1, s__Microcoleus sp000317475, 95.0, 87.4, 0.9; GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 87.39, 0.88; GCA_004292955.1, s__Microcoleus sp004292955, 95.0, 86.9, 0.92; GCA_004293365.1, s__Microcoleus sp004293365, 95.0, 86.7, 0.9; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 84.18, 0.76; GCA_004294385.1, s__Microcoleus sp004294385, 95.0, 83.74, 0.81; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 83.51, 0.76; GCA_004292745.1, s__Microcoleus sp004292745, 95.0, 82.7, 0.8	57.84	11	0.986751330124	N/A
GL_R58_GL46_UP_3_G6_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_003003725.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus sp003003725	88.05	0.79	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_000317475.1, s__Microcoleus sp000317475, 95.0, 86.83, 0.82; GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 86.68, 0.8; GCA_004292955.1, s__Microcoleus sp004292955, 95.0, 86.52, 0.83; GCA_004293365.1, s__Microcoleus sp004293365, 95.0, 86.21, 0.83; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 84.26, 0.65; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 84.21, 0.64; GCA_004294385.1, s__Microcoleus sp004294385, 95.0, 84.05, 0.74; GCA_004292745.1, s__Microcoleus sp004292745, 95.0, 83.16, 0.7	73.59	11	0.986696836752	Genome has more than 10.8% of markers with multiple hits
GL_R80_GL56_UP_1_G3.14_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_003003725.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus sp003003725	88.04	0.81	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 86.99, 0.79; GCF_000317475.1, s__Microcoleus sp000317475, 95.0, 86.94, 0.84; GCA_004292955.1, s__Microcoleus sp004292955, 95.0, 86.61, 0.85; GCA_004293365.1, s__Microcoleus sp004293365, 95.0, 86.55, 0.84; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 84.01, 0.68; GCA_004294385.1, s__Microcoleus sp004294385, 95.0, 83.72, 0.73; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 83.72, 0.65; GCA_004292745.1, s__Microcoleus sp004292745, 95.0, 82.66, 0.72	70.95	11	0.985686964189	Genome has more than 12.5% of markers with multiple hits
GL_R68_GL53_UP_2_maxbin_res.026.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCF_003003725.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus sp003003725	85.05	0.56	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCA_004292955.1, s__Microcoleus sp004292955, 95.0, 84.79, 0.61; GCA_004293365.1, s__Microcoleus sp004293365, 95.0, 83.84, 0.58; GCF_000317475.1, s__Microcoleus sp000317475, 95.0, 83.77, 0.57; GCA_004294385.1, s__Microcoleus sp004294385, 95.0, 83.33, 0.51; GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 83.17, 0.5; GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 82.32, 0.45; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 82.0, 0.44; GCA_004292745.1, s__Microcoleus sp004292745, 95.0, 81.77, 0.44	28.37	11	0.98449150643	N/A
GL_R19_GL16_UP_3_maxbin_res.059.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	N/A	N/A	N/A	N/A	N/A	GCA_004294385.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__Microcoleus sp004294385	87.82	0.68	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Microcoleus;s__	Placement	taxonomic classification fully defined by topology	GCF_002412335.2, s__Microcoleus bourrellyi, 95.0, 87.03, 0.62; GCF_003003725.1, s__Microcoleus sp003003725, 95.0, 85.49, 0.7; GCA_004292745.1, s__Microcoleus sp004292745, 95.0, 84.81, 0.65; GCA_004293365.1, s__Microcoleus sp004293365, 95.0, 84.01, 0.68; GCA_004292955.1, s__Microcoleus sp004292955, 95.0, 83.84, 0.71; GCA_003542015.1, s__Microcoleus sp003542015, 95.0, 83.79, 0.59; GCF_000317475.1, s__Microcoleus sp000317475, 95.0, 83.77, 0.67; GCF_000214075.1, s__Microcoleus vaginatus, 95.0, 83.47, 0.69	43.39	11	0.989926067798	Genome has more than 21.7% of markers with multiple hits
GL_R68_GL53_UP_2_maxbin_res.029.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.75	11	0.949422272344	N/A
GL_R56_GL46_UP_1_P2.1.1.2.3.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	GCA_002148405.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__Alkalinema sp002148405	76.1	0.08	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	95.42	11	0.948695932939	N/A
GL_R80_GL56_UP_1_maxbin_res.007.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	38.97	11	0.947052908683	N/A
GL_R21_GL16_DN_2_maxbin_res.010.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.81	11	0.945958069235	Genome has more than 12.5% of markers with multiple hits
GL_R81_GL56_UP_2_maxbin_res.003.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.99	11	0.945154640234	N/A
GL_R22_GL16_DN_3_maxbin_res.050.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	66.43	11	0.944822394637	Genome has more than 23.3% of markers with multiple hits
GL_R68_GL53_UP_2_maxbin_res.052.fasta.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.24	11	0.944508632422	N/A
GL_R81_GL56_UP_2_maxbin_res.020.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	58.12	11	0.944506989443	Genome has more than 15.0% of markers with multiple hits
GL_R80_GL56_UP_1_O3.23.2.1_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	69.86	11	0.943890654842	Genome has more than 16.7% of markers with multiple hits
GL_R1_GL5_UP_1_O3.2.7.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	49.37	11	0.941199804252	N/A
GL_R3_GL5_UP_3_O4.11_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.25	11	0.940172329914	N/A
GL_R3_GL5_UP_3_L10.2.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Alkalinema;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	43.37	11	0.937724467093	N/A
GL_R1_GL5_UP_1_maxbin_res.070.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	58.47	11	0.74972937317	Genome has more than 15.0% of markers with multiple hits
GL_R3_GL5_UP_3_L10.1.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Thermosynechococcales;f__Thermosynechococcaceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	46.07	11	0.740028704761	N/A
GL_R17_GL16_UP_1_L7.2.6.1.1.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	21.57	11	0.712747869928	N/A
GL_R68_GL53_UP_2_maxbin_res.057.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	19.44	11	0.709219109339	N/A
GL_R1_GL5_UP_1_maxbin_res.001.fasta.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	24.11	11	0.708136813464	N/A
GL_R58_GL46_UP_3_B1.1.1.3.1.1.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	21.85	11	0.707535763957	N/A
GL_R68_GL53_UP_2_maxbin_res.046.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Gloeomargaritales;f__Gloeomargaritaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	23.59	11	0.70586023917	N/A
GL_R22_GL16_DN_3_C42.1.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	16.05	11	0.415475325531	N/A
GL_R12_GL15_UP_2_B5.2.2.1.1.1.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	19.56	11	0.409804577654	N/A
GL_R20_GL16_DN_1_maxbin_res.007.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	29.78	11	0.405248607489	N/A
GL_R58_GL46_UP_3_L1.2.2.2.2.2_sub.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	20.99	11	0.403244940132	N/A
GL_R56_GL46_UP_1_L1.2.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	20.99	11	0.403244940132	N/A
GL_R11_GL15_UP_1_maxbin_res.001.fasta.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	21.01	11	0.402726777301	Genome has more than 10.8% of markers with multiple hits
GL_R19_GL16_UP_3_L1.2.2.2.5_sub.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	20.18	11	0.401019769578	N/A
GL_R9_GL11_UP_2_maxbin_res.006.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	11.27	4	0.400909772594	Genome domain questionable ( 12.5% Bacterial, 3.3% Archaeal)
GL_R19_GL16_UP_3_maxbin_res.023.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	26.96	11	0.398993742159	N/A
GL_R68_GL53_UP_2_maxbin_res.166.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	18.43	4	0.398489028648	Genome domain questionable ( 21.7% Bacterial, 18.9% Archaeal)
GL_R20_GL16_DN_1_maxbin_res.023.fasta_sub.contigs	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteria;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	36.41	11	0.394283116005	Genome has more than 10.8% of markers with multiple hits
GL_R68_GL53_UP_2_C4.1.30.contigs	d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__SXXA01;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Margulisbacteria;c__Marinamargulisbacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	13.23	11	0.597812370678	Genome domain questionable ( 10.8% Bacterial, 1.6% Archaeal)
GL_R68_GL53_UP_2_O10.1.1.2_sub.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Cellvibrio;s__	Placement	taxonomic classification fully defined by topology	GCF_004363885.1, s__Cellvibrio sp004363885, 95.0, 76.82, 0.09; GCF_000953825.1, s__Cellvibrio sp000953825, 95.0, 76.71, 0.1; GCA_004172865.1, s__Cellvibrio sp004172865, 95.0, 76.69, 0.16; GCA_002483145.1, s__Cellvibrio sp002483145, 95.0, 76.59, 0.12; GCA_003056245.1, s__Cellvibrio sp003056245, 95.0, 76.57, 0.03; GCA_004173475.1, s__Cellvibrio sp004173475, 95.0, 76.42, 0.12; GCF_000263355.1, s__Cellvibrio sp000263355, 95.0, 76.32, 0.09; GCF_002007605.1, s__Cellvibrio sp002007605, 95.0, 76.27, 0.09; GCA_005801205.1, s__Cellvibrio sp005801205, 95.0, 76.19, 0.1; GCF_000766945.1, s__Cellvibrio mixtus_A, 95.0, 76.14, 0.1; GCA_002483365.1, s__Cellvibrio sp002483365, 95.0, 76.05, 0.11; GCF_001183545.1, s__Cellvibrio sp001183545, 95.0, 75.86, 0.11	57.56	11	0.967093932014	N/A
GL_R21_GL16_DN_2_O26.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__	N/A	N/A	N/A	N/A	N/A	GCF_005502915.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__SCMT01 sp005502915	80.13	0.65	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	57.12	11	0.964094593931	Genome has more than 18.3% of markers with multiple hits
GL_R20_GL16_DN_1_G27.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__	N/A	N/A	N/A	N/A	N/A	GCF_005502915.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__SCMT01 sp005502915	81.9	0.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	74.78	11	0.960572044144	N/A
GL_R80_GL56_UP_1_G3.18.2.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__	N/A	N/A	N/A	N/A	N/A	GCF_005502915.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__SCMT01 sp005502915	79.74	0.51	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	91.03	11	0.960558670891	N/A
